id,article_id,comment_counter,comment_id,text,reactions,post_time,author,replies
160,10030963,source2_10030963_21_5,259257_0," Joannie likes the 1700s. Back in the good old days when you were paid in coal and had a vacation day once a year.In her small mind, if one person has no benefits, nobody should have benefits. If one person is blind, lets poke everyone`s eyes out.",{},"Mar 21, 2013",john2012,No
161,10030963,source2_10030963_22,781346_0,"Three observations:1. Ms Wente is a union member, and has plenty of benefits, in the same class as federal employees.2. Ms. Wente is adopting use of 'entitlement' as a pejorative from U.S. media.3. Our grandchildren will be lucky to find a job that pays a decent salary, thanks to the dog in the manger attitude that holds someone else has more and should be deprived of it.",{},"Mar 21, 2013",in the garden,Yes
162,10030963,source2_10030963_22_0,781346_0,"@out to lunch - sorry, I mean &quot;in the garden&quot;. How is a bloated and expensive public sector labour force going to help our grandchildren find jobs? There's lots of people that &quot;have more&quot; but have earned it. Generally if earning it they are making a net contribution to the economy which creates jobs.",{},"Mar 21, 2013",SCLEB,No
163,10030963,source2_10030963_22_1,781346_0," &quot;I'm entitled to my entitlements&quot; -- David Dingwall in 2008, former federal cabinet minister, Liberal MP for Cape Breton and president of the Royal Canadian Mint.Doubt the US media was paying any attention to that one.",{},"Mar 21, 2013",MarkTilley,No
164,10030963,source2_10030963_22_2,781346_0," ......dog in the manger attitude that holds someone else has more and should be deprived of it.Um, isn't that at the core belief of the Occupy movement",{},"Mar 21, 2013",foley12,No
165,10030963,source2_10030963_22_3,781346_0," Doesn't cutting one government job almost instantly make it possible for the economy to generate 1.5 to 2 jobs? Gov. jobs drive up living costs now becauase mindless uncaring politicians failed to holld labour contracts to private sector levels and gleefully ripped off the taxpayer. 30-40 years ago, gov. jobs, as they are really only training jobs when compared to higher private sector levels, paid much less. We have about 30-45% too many gov. workers and every job and absurd benefits chop the head off of our economy and drive up living costs. Now, 20% of the population advances and 80% falls back. Revolutiionary change, ie competent ethical governmnet, is at hand.",{},"Mar 21, 2013",Working4,No
166,10030963,source2_10030963_23,106773_0,"Just a couple of quick points...Teachers are not federal employees. PSAC etc workers do not get paid out on unused sick time accumulated.We don't &quot;own&quot; federal employees any more than we &quot;own&quot; a Walmart (or any other private sector) employee just because we purchase their goods and services.As with most work environments, the goodness, badness and ugliness begins at the top. It's been said that any employer who has a union shop probably deserves it.",{},"Mar 21, 2013",Theobro,Yes
167,10030963,source2_10030963_23_0,106773_0,theopublic service sector is overpaid...under supervised..and unaccountable.most of the folks who send taxes into ANY and all levels of government have nowhere near that kind of money nor lifestyle..Get out of your bubble...and have a good look around on who supports our country.It sure isn't the civil service.....more like vultures who live off the cattle ...cattlemen produce the cattle..pay the tax...and still have to feed you parasites too,{},"Mar 21, 2013",redrider,No
168,10030963,source2_10030963_23_1,106773_0, redrider. Time to come out of your shelter. The commies left in 1990,{},"Mar 21, 2013",john2012,No
169,10030963,source2_10030963_23_2,106773_0," So if you have a bad year, the weather's not good or the world price for your food commodity isn't as high as you wanted, you don't take government money? That's the same taxpayers cash you want cut back. Maybe you can find some other way to get your goods to market without using the countries infrastructure, or without any regulation or oversight... hmmm seems your bubble is slightly smaller than mine.",{},"Mar 21, 2013",Theobro,No
170,10030963,source2_10030963_24,880968_0,"&quot;public-sector workers [are] typically allowed to bank their unused sick days for years to come and cash them in whenever they feel faint.&quot;&quot;Their banked sick leave alone amounts to a $5-billion liability.&quot;Wrong on both counts. Sick leave more than a few days can not be taken on a whim, and any extended absence requires certification of proof of illness from a doctor.This is why banked sick leave does not represent a large liability to the government. Public servants typically retire with many hundreds of days of accumulated sick leave that they have not used, and can not use, because they are not seriously ill.And I can say that in my case, I have some 1200+ accumulated sick leave. When I retire in a few years, I will very likely have even more days of accumulated sick for which I will receive (and expect) nothing. There is no liability to the government here.",{},"Mar 21, 2013",MuzzledOne,Yes
171,10030963,source2_10030963_24_0,880968_0,"Sick leave more than a few days can not be taken on a whim, and any extended absence requires certification of proof of illness from a doctor.____________________________________It is rare to find a doctor who will NOT err on the side of caution and sign a note on just about any pretext for short term leave.",{},"Mar 21, 2013",Blakdann,No
172,10030963,source2_10030963_24_1,880968_0," This is why banked sick leave does not represent a large liability to the government._______________________________________This is simply incorrect. You may be part of the majority, but it is quite obvious from the statistics that there is a very large contingent of workers who take double the sick time that private workers do.And in governement, these workers are often (but not always) replaced with part time workers. That is the &quot;hidden&quot; expense.",{},"Mar 21, 2013",Blakdann,No
173,10030963,source2_10030963_24_2,880968_0, They still have to account for it on the books. It's the law.,{},"Mar 21, 2013",AnalogMig,No
174,10030963,source2_10030963_24_3,880968_0, I have been with the same company for 20 years. I am &quot;allowed&quot; 6 six days per year. I average 1.25 sick days per year.,{},"Mar 21, 2013",foley12,No
175,10030963,source2_10030963_24_4,880968_0, Hilarious how some people have &quot;disliked&quot; Blakdann's post. Nothing more funny than when people dislike facts. I could post 2+2=4 and some leftist would &quot;dislike&quot; it,{},"Mar 21, 2013",foley12,No
176,10030963,source2_10030963_24_5,880968_0," &quot;You may be part of the majority, but it is quite obvious from the statistics that there is a very large contingent of workers who take double the sick time that private workers do.&quot;Or there is a handful with significant chronic diseases who push the average up and without whom the average would look pretty similar to that of the private sector with benefits....As opposed to the part-time wait staff with no benefits at all, who drag down the private sector average....",{},"Mar 21, 2013",MMackinnon,No
177,10030963,source2_10030963_24_6,880968_0," It is rare to find a doctor who will NOT err on the side of caution and sign a note on just about any pretext for short term leave.__________________________________Funny that people do not like the truth, but it is. The problem is that as an employer, do you force a staff member to go to the employers doctor for an independent analysis? Simply not worth it for short term illnesses.",{},"Mar 21, 2013",Blakdann,No
178,10030963,source2_10030963_24_7,880968_0," The last time I heard, the federal paid sick leave allowance was 15 days per year. So Muzzled, you have been working for more than 80 years without taking any sick leave?",{},"Mar 22, 2013",Western woods,No
179,10030963,source2_10030963_25,715982_0,"There is no doubt that most civil servants are conscientious in fulfilling their jobs. But a large minority abuse the system. Claiming sick leave when not sick should be regarded as fraud, tantermount to stealing from taxpayers, and workers who do it should be fired with cause. The unions who support this abuse should be sued as accomplices.If you think this is harsh, remember most civil servants already have way more leave, work shorter hours and have more generous benefits than their equivalents in the private sector that pay their wages. It is an absolute disgrace that anyone should take further advantage of an already very generous package.",{},"Mar 21, 2013",gettingreal,Yes
180,10030963,source2_10030963_25_0,715982_0,"I would be curious to see what the mean and median are, and the overall distribution of sick leave in terms of duration of each bout. One of my co-workers is battling Crohn's Disease and it, and the treament he is undergoing, can easily lay him low for a few weeks at a shot. Myself, I am rarely away for more than a day or two, with the exception of the 6 weeks I took off for bypass surgery.So overall sick leave use is a combination of both extended and brief bouts. And, given the average age of public servants, a large share will be dealing with extended bouts stemming from serious or chronic health problems. Twenty-five year olds may call in sick because of a hangover or cold. Fifty-five year olds are more likely to be using up sick leave in large quantities on hip/knee replacements, chemotherapy, bronchitis that just won't go away, or, as in my case, bypass surgery.When people make comparisons of sick leave use between public and private sectors, they have to factor in age demographics. Keep in mind that back in the budget conscious 90's, when so many public servants were laid off, the net result was that the average age of the PS went way up, because they cut way back on hiring young people.",{},"Mar 21, 2013",MPHammer,No
181,10030963,source2_10030963_25_1,715982_0, If the benefits are appropriate the government should legislate like working conditions and benefits for all Canadians.Otherwise the 80% of us who don't work for government don't want to pay for entitlements we aren't entitled to.The Public Sector Unionists have shot themselves in the foot and lost the support of the public by not demanding what they consider fair treatment for all workers.,{},"Mar 21, 2013",joannie.w,No
182,10030963,source2_10030963_25_2,715982_0," The same benefits are available to all Canadians, joannie. All you have to do is negotiate to have a part of your pay directed into a pension plan (the employer contribution) and add more from your taxable income. All that you have to do for benefits is to negotiate with your employer to take a portion of your pay and have that directed into a group benefits plan that saves you the higher individual benefits cost.Didi you do that.",{},"Mar 21, 2013",john2012,No
183,10030963,source2_10030963_25_3,715982_0, joannie_w: You need a union to negotiate those benefits.,{},"Mar 22, 2013",Western woods,No
184,10030963,source2_10030963_26,716626_0,"I don't mess around in YOUR contract, don't mess around in mine. These aren't things we are stealing...they have been negotiated and signed by the employer (government). But, but....I pay your salary. Yeah, but I also pay a lot of taxes and that pays for your benefits too.And quit using terms like &quot;cash in&quot; to inflame the debate. Sick days cannot be cashed out, nor can they be used to speed up retirement.This is allllll about jealousy. Why should someone get something I don't? Wah, wah, wah. Ever think that person worked hard to get an education, competed against tens of thousands of others to get that job and works hard in a thankless job where the public is always complaining and want to strip everything from you?And, p.s. What would you do if there was no one to &quot;serve&quot; you? Who would issue your cheques, ensure your safety, improve the economy, keep things working?",{},"Mar 21, 2013",QueeerAvenger,Yes
185,10030963,source2_10030963_26_0,716626_0,"Considering that your contract requires that you get paid money that is ripped out of MY paycheque, I have every right to voice an opinion on it.About jealosy ? Are you really that delusional? It's about the FACT that as a government worker your paycheque is coming directly from the paycheques of people making less than you.",{},"Mar 21, 2013",foley12,No
186,10030963,source2_10030963_26_1,716626_0," &quot;It's about the FACT that as a government worker your paycheque is coming directly from the paycheques of people making less than you.&quot;Foley, PS workers and those that make less are all part of the 99%. :)Hospital CEOs, and anybody else in the 1% are also contributing to PS workers' paycheque.",{},"Mar 21, 2013",wjserson,No
187,10030963,source2_10030963_26_2,716626_0," @wjserson.I find it odd that you think you have made some sort of point, cuz there aint one in there.",{},"Mar 21, 2013",foley12,No
188,10030963,source2_10030963_26_3,716626_0," foley:It's about the FACT that my paycheque is coming out of the paycheques of people making MORE than me too, as well as the FACT that it's coming out of the paycheques of people making EXACTLY AS MUCH as me too. Does that make it clearer for you?...And putting it in all caps doesn't really make it look any smarter, does it....In general, we pool our tax dollars so that we, as a society, can achieve things that we couldn't pay for individually. And yes, as a citizen, you have every right to insist on value for your taxpayer's money as part of that deal.But really, do you think every possible Public Service job should make at or less than the median wage across the Canadian population? Do you want to stop attracting any qualified professionals to the Public Service (since there's no way that any sane economist, or lawyer, would ever take a Public Service job under those conditions)? That's the implication of what you're saying there.Yep, this really is about jealousy. You're just plain stupid if you want to insist that no Public Servant out there makes a dollar more than you do.",{},"Mar 21, 2013",MMackinnon,No
189,10030963,source2_10030963_26_4,716626_0," Bull Droppings . Enter the real world and find out what work , commitment , and sacrifice is all about . After you conquer those challenges you can then share in the sense of real self esteem that productive , worthy and tax paying citezens have . They also so pay your over compensated butt .",{},"Mar 21, 2013",Dartguard,No
190,10030963,source2_10030963_26_5,716626_0," [Looks up] Wow -- don't see any poster up there named &quot;Bull Droppings&quot; -- you must be in the wrong thread....But since you are here, feel free to explain how deciding to work to serve your country doesn't constitute commitment and sacrifice. And don't tell me that there's no self-esteem inherent in ensuring the best policies, programs and services are there to serve my fellow Canadians.Compensation is determined in part by the market, in part by negotiations in collective bargaining. And, as I've said elsewhere in this thread, collective bargaining is a right.",{},"Mar 22, 2013",MMackinnon,No
191,10030963,source2_10030963_26_6,716626_0," Foley, my point is that public servants may be making more than you, but not more than all tax payers (which you implied).I'm not sure what you do for a living or if you work at all, but your statement is not a FACT. Public servants don't get their salaries from only those making less than them. There are plenty of Canadians making more that pay tax too.",{},"Mar 22, 2013",wjserson,No
192,10030963,source2_10030963_26_7,716626_0," who just finished his apprenticeship and makes more than $60,000/yr. That's an AS-03 salary.",{},"Mar 22, 2013",wjserson,No
193,10030963,source2_10030963_27,628079_0,My nomination for worst byline of the year is ...Public-service perks are barnacles on the ship of state,{},"Mar 21, 2013",Vote4Me,Yes
194,10030963,source2_10030963_27_0,628079_0,Looks like the truth hurts,{},"Mar 21, 2013",foley12,No
195,10030963,source2_10030963_27_1,628079_0, I referring to a bad metaphor what are you referring to?,{},"Mar 21, 2013",Vote4Me,No
196,10030963,source2_10030963_27_2,628079_0, I was referring to the fact that it was a truthful statement,{},"Mar 21, 2013",foley12,No
197,10030963,source2_10030963_27_3,628079_0, I'll buy that,{},"Mar 21, 2013",Vote4Me,No
198,10030963,source2_10030963_28,398639_0,The government does NOT create wealth. Period. It drains it from those of us who do. Period.,{},"Mar 23, 2013",owenhis,No
199,10030963,source2_10030963_29,057371_0,The scraping of barnacles starts today. Tax payers will be satisfied when all of these ridiculous perks are gone and the free loaders in the public service are cut lose. This only applies to 10 - 15 % of the total work force but once that is dealt with we will have a much improved attitute in the employees left and the drain on the tax payer will be lessened.,{},"Mar 21, 2013",hammers,Yes
200,10030963,source2_10030963_29_0,057371_0,What the heck! Why don't we just impose slave labour on the government worker wretches!,{},"Mar 21, 2013",Rocksteady,No
201,10030963,source2_10030963_30,165554_0,"&quot;Public-service perks are barnacles on the ship of state&quot;____________________________________________I look forward to a follow-up article from Ms. Wente - something like &quot;Senators are leeches on the taxpayers of Canada&quot;While it's unacceptable that some civil servants abuse their sick leave allowances by as much as 18 days a year, many senators don't even show up to work for that number of days - too busy campaigning for the party and racking up hundreds of thousands in travel expenses and claims for fictitious residences. As for government ministers, well their abuses are just too numerous to mention here, and would require several Wente columns.Over to you, Margaret............................................:-)",{},"Mar 21, 2013",Anthony S,Yes
202,10030963,source2_10030963_30_0,165554_0,"Fair enough. However the thing you leave out of the equation is that realistic remuneration for work is not all that earth shattering. Re-opening the Consitutional debate to eliminate the Senate, a bit more messy",{},"Mar 21, 2013",foley12,No
203,10030963,source2_10030963_30_1,165554_0," Quite so. Except that we have barely 100 senators at the trough - and hundreds of thousands of not-quite-so-dedicated 'public servants'.Demanding more of &quot;the few&quot; is a drop in the bucket, compared with modest reductions in the excessively-generous benefits enjoyed by many, many beneficiaries.",{},"Mar 21, 2013",Lantzvillain,No
204,10030963,source2_10030963_30_2,165554_0, Two wrongs don't make a right.,{},"Mar 21, 2013",joannie.w,No
205,10030963,source2_10030963_30_3,165554_0, so ....if I'm guilty of wasting tax payers money.....it should be OK...cuz somebody else is wasting money too !!Give it up TONY.....the gig is up....the pendulum swung too far.....From the forties and fifties..when govts only had a lot of clerics..and a few managers..etc..to NOW.....Just look around....civil servants got the highest standard of living on the planet ....being our public sector ....whom are living off our taxes..,{},"Mar 21, 2013",redrider,No
206,10030963,source2_10030963_30_4,165554_0, banking sick days is intelectually dishonest....considering how they are utilized.Actions speak louder than words,{},"Mar 21, 2013",redrider,No
207,10030963,source2_10030963_31,657620_0,"It's not just civil servants who abuse sick leave. Mental illness is the new bad back. The biggest trend in Ontario is for people to go on ODSP by claiming to be bi-polar, depressed or suffering from anxiety so you can double your income and not be badgered to work. The only victims are people who really suffer from these illnesses, never take time off work and hide it from everyone so they are not tarred with the same brush.",{},"Mar 21, 2013",detalumis,Yes
208,10030963,source2_10030963_31_0,657620_0,"How would that double our income?Th3ere is no question that more people are being diagnosed with these issues, at school and at work. Which comes first, though? Is stress being caused by insecure working environment, perhaps? Are the increases in diagnosis a matter of doctors being more aware of the symptoms or a matter of the infrastructure making it easier and more profitable for doctors to simply make the diagnosis and push the pills?You are quite correct in stating that, in many cases, those who do suffer from these issues often hide the fact, for various reasons. And, you are correct that these issues are global, not specific to any sector. There are those who would argue, however, that people - those who genuinely do suffer from these conditions - may be more likely to come out and seek help in the public sector for the simple fact that theycannot be fired for doing so, as they can in the private sector (of course, in the private sector they will not fire you for being sick, that would be illegal, but they will find other ways to 'get rid of the problem' through attendance issues, creative measures (unfortunately, we are reorganising your department and, well, you are the one we have to let go)....",{},"Mar 21, 2013",john2012,No
209,10030963,source2_10030963_31_1,657620_0, The definition of anxiety in the psychiatrist's Manual of Mental Disorders use to be two sentences long. It's now over two pages and encompasses anything that could be attributed to normal human behaviour.It's our entire society that is sick and wimpy.&quot;In the old daysWhen a young man was a strong manAll the people stepped backWhen a young man walked by&quot; Young Man Blues - The Who,{},"Mar 21, 2013",AnalogMig,No
210,10030963,source2_10030963_32,482070_0,"Unfortunately, beating up on public sector employees has become easy sport. Easy, because it is all too easy to do the calculations for the average shmo. It is easy to pick on the employee. The employee has no real power.For my part, I have worked in government and for large multinationals, to junior capital pool companies and in recent years have become an entrepreneur starting my own consulting firm which I have recently sold. In other words, I am capitalist! Needless to say I have seen the myriad of work place cultures and I can broadly speaking classify them into two broad categories. These are: Large organizations and small organization.Multinational and government for the most part have somewhat similar workplace environments in that they are typically hierarchical and heavily stratified with immense bureaucratic infrastructure. The bureaucracy is there by design to ensure that a disciplined decision making is adhered. Which also means these are not the most stimulating work environments around (be it government or large private companies). There are exceptions of course.There are no incentive available to government such stock options or stock purchase plans that offer employees an opportunity to get invested in the organization. And bonuses are generally quite paltry compared to large companies such as the financial , tech, resources etc.. So you need to have decent incentives. That does not mean that abuse should not go unpunished. And benefits such as sick leave, vacations etc. should be reasonable. However, so called toxic environments created through, neglect, mismanagement and downright incompetence on the part of management and not the employees. Speaking as a former employer of ten people, its is the responsibility of management to set the tone and to create the culture that they wish to have. In this case management are the deputy ministers of each federal department, and heads of all public sector unions. They are the ones who create the environment and that is where changes need to begin. Changes at this level ripple through the organization and that is how new work place cultures are achieve. New culture is not achieved through snipping the bottom of the org chart. Until, ministers and deputy ministers don't change their &quot;entitlements&quot; and behavior around spending money nothing is going to change down the line at the lower levels. The lower levels take the liberties because management take the liberties. The public service provides vital work to us the &quot;Tax Payer&quot; (I prefer citizen) and they should be respected for that. They do it without a possibility of getting rich which means they do it for service to the country. So I don't begrudge &quot;perks&quot; that are not normally available in the private sector.",{},"Mar 21, 2013",Alberta_Rob,Yes
211,10030963,source2_10030963_32_0,482070_0,This post is far and away better and even handed than the original article. Quelle surpris...,{},"Mar 21, 2013",Theobro,No
212,10030963,source2_10030963_33,653975_0,take off an average of 18 days a year because of sickness or disability - more than twice as many days as people who work in the private sector and nearly three times more than people who work in small businesses.BECAUSE in the private sector people are FORCED to show up when sick.Been there...,{},"Mar 21, 2013",Headnotinthesand,Yes
213,10030963,source2_10030963_33_0,653975_0,B.S.,{},"Mar 21, 2013",foley12,No
214,10030963,source2_10030963_33_1,653975_0," How is it B.S.? For a lot of private sector jobs, a day off sick is a day without pay.",{},"Mar 21, 2013",MMackinnon,No
215,10030963,source2_10030963_33_2,653975_0," .....For a lot of private sector jobs, a day off sick is a day without pay.Yes. As it should be. There is no Right to get paid for NOT working. Being paid for sick days is a PRIVILEGE not a Right.If you have not produced anything that your employeer can sell or use , why do you deserve to get paid ? Easy - YOU DON'T",{},"Mar 21, 2013",foley12,No
216,10030963,source2_10030963_33_3,653975_0," &quot;Being paid for sick days is a PRIVILEGE not a Right.&quot;Cool. And as we enter this demographic age of labour force shortages, telling an employer that won't include sick days in their compensation package to fxxk off is a right too. Good luck to those employers who try to play that game....Good of you to have established where you stand on these issues though. Have a nice one.",{},"Mar 21, 2013",MMackinnon,No
217,10030963,source2_10030963_33_4,653975_0," Oh, and the punch line: collective bargaining is a RIGHT (part of the right to free association), not a privilege.",{},"Mar 22, 2013",MMackinnon,No
218,10030963,source2_10030963_34,735170_0,Yet the INDIVIDUAL Corporate CAO's on Bay Street earning multi-milliions annually on the backs of shareholders (who are also taxpayers) are not lumped in with these barnicles? Great one-sided analysis of our labour problems.,{},"Mar 21, 2013",rgo29,Yes
219,10030963,source2_10030963_34_0,735170_0,CEOS of corporations are also abusing the &quot;system&quot; and need to be reined in ... who said the private sector was perfect ?,{},"Mar 21, 2013",Analyser,No
220,10030963,source2_10030963_34_1,735170_0," Shareholders get a choice in which companies they will own and which they will not. If they are unhappy with the management of the company, they don't have to buy it. If they do buy it , they get a say in how much mangement gets paid. There is NO comparing the two.",{},"Mar 21, 2013",foley12,No
221,10030963,source2_10030963_34_2,735170_0, Foley: Yes in theory shareholders get a say like taxpayers don't ... but in practice is a totally different animal.,{},"Mar 21, 2013",Analyser,No
222,10030963,source2_10030963_35,805780_0,"&quot;We did a pattern analysis of when people took their sick leave,&quot; Mr. Graham recalls. &quot;And we found that something like 60 per cent of leave was taken adjacent to another leave [such as weekends or vacation time]. But the union objected, and we had to stop doing it.&quot;----------------------------------------Andrew Graham is a retired Assistant Deputy Minister and currently an adjunct professor of management. A smart man like that must have looked into this analysis carefully as part of his management duties. I mean, he's not a pointy-haired Dilbert boss, right?With nine statutory holidays for federal civil servants the incidence of uniformly (or randomly) distributed work days adjacent to a weekend or holiday is as follows:single day: 42%two consecutive days: 53%three consecutive days: 72%four or more consecutive days: 100%Making the not unreasonable assumption that single-day sick absences are twice as common as two-day ones, four times as common as three-day ones, and eight times as common as longer ones, then the expected proportion of uniformly distributed absences falling adjacent to a weekend or holiday is... 61%.Oops. Mr. Graham's analysis is looking just a little shoddy. I hope his is not a reflection of the standards to be found in the ranks of his peers.",{},"Mar 21, 2013",Mark Shore,Yes
223,10030963,source2_10030963_35_0,805780_0,"Good comment. Although i don't fully understand the math, I get what your geting at.",{},"Mar 21, 2013",AnalogMig,No
224,10030963,source2_10030963_36,480733_0,&quot;eager to buy labour peace by piling on entitlements&quot;One of the main problems.Some public sector unions - like teachers - have also cleverly created a win-win situation where their members get the best of both worlds: job security of a monopoly plus the bargaining rights of the open market.It has to be one or the other.We get the useless rhetoric from both sides.&quot;Public sector workers are all a bunch of over-indulged whiners&quot;or the union favourite &quot;It's a race to the bottom&quot;Useful phrases for ramping up the vitriol but neither is true.In Ontario - the Bob Rae's NDP once enjoyed public union support until they just couldn't afford it anymore so the unions went to McGuinty's Liberals.Now that the Libs can't afford to pay the unions are unhappy again.The point for any federal or provincial government is that pay and benefits for the public sector has to be based on what we the taxpayers can afford and not what people think they deserve.In return public employees enjoy a higher level of job and pension security.Banking unused sick days.If we can't afford it then stop doing it.orIf it's a benefit workers deserve then put it into labour law and we'll all get it.,{},"Mar 21, 2013",People's Front of Judea,Yes
225,10030963,source2_10030963_36_0,480733_0,"Well, this is what happens when governments don't balance the books. They give the monies to their workers, and the rest of us get poor.",{},"Mar 21, 2013",ManCityFC,No
226,10030963,source2_10030963_36_1,480733_0, &quot;Some public sector unions - like teachers - have also cleverly created a win-win situation where their members get the best of both worlds: job security of a monopoly plus the bargaining rights of the open market.It has to be one or the other.&quot;Exactly!! Well put!!,{},"Mar 21, 2013",S.C. /Toronto,No
227,10030963,source2_10030963_36_2,480733_0," S.C./Toronto .....why do you think a teacher bargains in anything but an open market? Governments agree to terms of collective agreements , or impose them, as it suits them. Are you implying that a public sector worker has a different set of human rights from a private sector worker?",{},"Mar 21, 2013",fredglad,No
228,10030963,source2_10030963_36_3,480733_0, Agreed--except if they keep the pensions defined contribution only and a 5-6% taxpayer contribution rate.Public Sector compensation should reflect private sector norms. 91% of private sector workers have no employer based pension plan.,{},"Mar 21, 2013",joannie.w,No
229,10030963,source2_10030963_36_4,480733_0, fredgladHuman rights has nothing to do with it.It is a case of negotiating in a captive vs open market.And it doesn't apply evenly to all public sector workers either.Our military personnel don't have any bargaining rights or work to rule provisions.They have a set pay scale according to rank and seniority and a set pension and benefit plan.Don't like the pay and benefits?Then don't enlist.All public sector employment should be this way.Here is what we offer in pay and benefits.Take it or leave it.The teachers situation in Ontario was the fault of previous governments for abandoning that model.On the other hand - if the government wants to open up a competitive market with vouchers and charter schools so taxpayers can shop around for their child's education then by all means - negotiate and bargain your hearts out.Collective bargaining only works if both sides get to play.Witness the Toronto garbage strike/slowdown.The union exercised their right to withhold services.The city exercised its right to get somebody else.Hello private garbage collection - bye bye union.Both sides play - both sides take a risk - sometimes you win - sometimes you lose.That's bargaining.,{},"Mar 21, 2013",People's Front of Judea,No
230,10030963,source2_10030963_36_5,480733_0," Joannie, whether the employer deducts 2% or 20% from my compensation to pay the employer contribution makes no difference to my compensation total!",{},"Mar 21, 2013",john2012,No
231,10030963,source2_10030963_36_6,480733_0," fredgladIf a certified teacher with a B.Ed in Ontario wants to teach in another Province....go for it...or...if you really are that good....set yourself up teaching English as a second language...'for a fee'...or teaching many safety courses demanded by industry,,,doing a much better job than those old crippled truck drivers...who can barely read the pamphletsI took the same course twice...when I was working in the oilfields.One..from the 'old boy net'...who stumbled through the material...but got all of us to sign the forms....stating we had 'learned' what material that was supposed to be covered...a cuple yrs later...to re certify....a retired teacher presented the same subject.....Dangerous GOODs..WHIMSIS.....I went out of there knowing exactly what officials would need..and where those docuements could be confirmed...should they be lost in an accident...I knew who to call and what to say...Much better training.A lot of things could be done by the private sector...that are done by far too expensive govt employees...with no strings attached.",{},"Mar 21, 2013",redrider,No
232,10030963,source2_10030963_36_7,480733_0," Contribute as much as you want to your pension, I was speaking to taxpayer contributions to your pension and taxpayer liability for a defined benefit.5-6% or no taxpayer liability. If the plans are as solid as you say, there's no problem with this.",{},"Mar 22, 2013",joannie.w,No
233,10030963,source2_10030963_36_8,480733_0," Read slowly,joannie,Whather the EMPLOYER takes 2% or 20% of my compenastion and pays it into my pension makes no difference to my total compensation..Remember, joannie, there is a reason why pension contributions are calculated as a percentage OF compensation, not a percentage ON TOP OF compensation.Joannie reading comprehension fails again!",{},"Mar 22, 2013",john2012,No
234,10030963,source2_10030963_37,888638_0,"Private sector jobs have moved to Asia, so no choice but to reduce public sector compensation ... sorry folks, just the way of the world now ... we are taxed to the max and going broke.",{},"Mar 21, 2013",Analyser,Yes
235,10030963,source2_10030963_37_0,888638_0,"No we are not taxed to the max. In fact, we pay less tax than ten years ago.The economy is tanking, because of the the tax reducing and non-stop spending Conservatives.",{},"Mar 21, 2013",K Wright,No
236,10030963,source2_10030963_37_1,888638_0, K Wright.....you must be one of those public sector parasites this article is about,{},"Mar 21, 2013",ray61,No
237,10030963,source2_10030963_37_2,888638_0, anal....yep...some private sector jobs have moved offshore...Asia ...Mexico..Phillippiines...When auto line workers get $75/hour...on a stat overtime.....and $75 will get a day's work at better quality and more desireable employee...in another place.no brainer........you want to get your car for $23K...or 67K......or......you wanna get your roof done for a thousand dollars....or six thousand dollars,{},"Mar 21, 2013",redrider,No
238,10030963,source2_10030963_38,180704_0,"Banking sick days is the more ridiculous thing I have ever heard of. If you're not sick, count your blessings rather than your sense of entitlement!Policies such as this is exactly why unions have a bad rap. It's abuse.",{},"Mar 21, 2013",Ailina,Yes
239,10030963,source2_10030963_38_0,180704_0,"Totally agree with you. I think banking was put in place to discourage people from using all their sick days over the course of the year. The logic being that if people knew they would disappear, they'd use them all. Funny though, I think this just encourages people to come to work sick and infect their colleagues.",{},"Mar 21, 2013",Sburg,No
240,10030963,source2_10030963_38_1,180704_0," In the federal public service, sick leave can be banked, but cannot be cashed out. And a medical certificate is required for more than 3 days.Someone who is abusing their sick leave in this environment is likely to use all or nearly all of it each year. The only way someone having large amounts of banked sick leave is ever going to use it is if they have a serious illness or accident.",{},"Mar 21, 2013",w_smith,No
241,10030963,source2_10030963_38_2,180704_0," w_smith,Furthermore, once the sick days are all used up for the fiscal year (by those employees who need a Monday or Friday off every week), their sick days quickly become &quot;no pay&quot; days.",{},"Mar 21, 2013",wjserson,No
242,10030963,source2_10030963_38_3,180704_0," &quot;Funny though, I think this just encourages people to come to work sick and infect their colleagues.&quot;I've seen this from two posters now, and I have to ask again: how? How does being able to bank them encourage you to come in even though you're sick?...Like, as opposed to not having sick days, which really does encourage you to come into work despite being ill....",{},"Mar 21, 2013",MMackinnon,No
243,10030963,source2_10030963_38_4,180704_0," Banking sick days is entirely sensible. There is nothing magical about a one-year period, nor is one year's worth of sick days enough in the event of a serious illness. Instead of thinking of the sick-leave allowance as 15 days per year, try thinking of it as 150 days per decade, or 450 days per thirty years.If, for instance, a public servant works for 15 years without ever taking a day of sick leave, but is then diagnosed with cancer and has to be off work for six months for surgery, radiation and chemotherapy, I can see no reason why he should not be paid for up to the whole 15 years worth of sick leave.If you deny people the right to bank sick leave, you deny them the right to be seriously ill.",{},"Mar 21, 2013",Western woods,No
244,10030963,source2_10030963_38_5,180704_0, The reason sick days can be banked is because there is no short-term disability. The sick days are the short-term disability.,{},"Mar 21, 2013",dj j j,No
245,10030963,source2_10030963_38_6,180704_0, Banking sick days is OK to protect otherwise healthy workers from the effects of a serious long-term illness. Cashing out the sick days is another matter. I can agree with banning the cashing out of sick days.,{},"Mar 21, 2013",AllenJ C650A7DFD424F9FEE9446956B365AB96B55F81D545114AECF4451BA1EF8F9F63,No
