,article_id,comment_counter,comment_id,text,reactions,post_time,author,replies,text_preprocessed
389,14563703,source2_14563703_9_0,720778_0,"The fact that it is a mandatory class makes quite a bit of difference in whether or not he should just be able to teach what he wants. btw, Gilmore is an arrogant chauvinist, of that there is no doubt, whether or not he is lazy is another question.",{},"Sep 28, 2013",Miss Moppet,No,"The fact that it is a mandatory class makes quite a bit of difference in whether or not he should just be able to teach what he wants. btw, Gilmore is an arrogant chauvinist, of that there is no doubt, whether or not he is lazy is another question."
390,14563703,source2_14563703_10,013906_0,"I hope David, you are not renewed...don't worry though...I hear the Westboro Baptiste Church is hiring....",{},"Sep 27, 2013",calicrowwoman,No,"I hope David, you are not renewed...don't worry though...I hear the Westboro Baptiste Church is hiring...."
391,14563703,source2_14563703_11,070427_0,A voice of reason. It's about time. Thank you.,{},"Sep 27, 2013",Rymek12,Yes,A voice of reason. It's about time. Thank you.
392,14563703,source2_14563703_11_0,070427_0,Reason never enters the realm of political correctoids.,{},"Sep 27, 2013",MG-TD,No,Reason never enters the realm of political correctoids.
393,14563703,source2_14563703_11_1,070427_0," Just because you agree with the author, it doesn't mean her view is a 'voice of reason'. She is clearly charmed by Gilmore - would you like the very long list of terrible men who were charming?MG-TD: reason never enters the minds of those who prefer to defend the status quo than progress to new levels of thinking.",{},"Sep 28, 2013",Miss Moppet,No,"Just because you agree with the author, it doesn't mean her view is a 'voice of reason'. She is clearly charmed by Gilmore - would you like the very long list of terrible men who were charming? MG-TD: reason never enters the minds of those who prefer to defend the status quo than progress to new levels of thinking."
394,14563703,source2_14563703_12,202236_0,The university has English courses like 'Austen and her contemporaries' and 'Queer Writing'. There are lots of choices for students. What is the big deal about one professor preferring one type of authors. That's what we go to university for - to take specific courses by teachers who specialize in a particular subject. I loved 'Science Fiction and Literature' for that reason. And books by female Victorian authors are especially interesting to me. What is so wrong about saying that? I guess it made a good original story to take the words out of context. Thanks for this voice of reason.,{},"Sep 27, 2013",NJam47,Yes,The university has English courses like 'Austen and her contemporaries' and 'Queer Writing'. There are lots of choices for students. What is the big deal about one professor preferring one type of authors. That's what we go to university for - to take specific courses by teachers who specialize in a particular subject. I loved 'Science Fiction and Literature' for that reason. And books by female Victorian authors are especially interesting to me. What is so wrong about saying that? I guess it made a good original story to take the words out of context. Thanks for this voice of reason.
395,14563703,source2_14563703_12_0,202236_0,"As you note, when one takes a specialized course in literature by women, exploration of gay literature etc it is so captured in the title of the course.Not so David's Gilmour's course. The title: Cultural Forms and their Meaning: Literature, Cinema and the Modern Mind.So, do you see anything in that title to suggest it is contained only to white male writers? Essentially, the title suggests (based on content and themes) that the &quot;modern mind&quot; is only the white male mind. Now do you see part of the problem? The question is whether he actually believes it or simply wanted a pompous title of grand pretension and forgot that his mind (and those writers who think like him) is not the only mind of note in this large diverse world.",{},"Sep 27, 2013",Teleology,No,"As you note, when one takes a specialized course in literature by women, exploration of gay literature etc it is so captured in the title of the course. Not so David's Gilmour's course. The title: Cultural Forms and their Meaning: Literature, Cinema and the Modern Mind. So, do you see anything in that title to suggest it is contained only to white male writers? Essentially, the title suggests (based on content and themes) that the ""modern mind"" is only the white male mind. Now do you see part of the problem? The question is whether he actually believes it or simply wanted a pompous title of grand pretension and forgot that his mind (and those writers who think like him) is not the only mind of note in this large diverse world."
396,14563703,source2_14563703_12_1,202236_0," @TeleologyI would presume if you study literature you're able to read the syllabus and don't just pick your courses based on the title. Not to mention there is always a reading list attached. If you can't figure out the direction the course will take after reading those two then you may want to reconsider your field of study.It's funny btw how all of the sudden all the critics try to home in on the title of his course, guess it finally dawned on many that what he said wasn't actually what they thought he had said.",{},"Sep 27, 2013",Snowrunner,No,"@TeleologyI would presume if you study literature you're able to read the syllabus and don't just pick your courses based on the title. Not to mention there is always a reading list attached. If you can't figure out the direction the course will take after reading those two then you may want to reconsider your field of study. It's funny btw how all of the sudden all the critics try to home in on the title of his course, guess it finally dawned on many that what he said wasn't actually what they thought he had said."
397,14563703,source2_14563703_12_2,202236_0," And yet, Snowrunner, the course title is more than a title. It expresses a theme. Therein lies the problem. Such a theme - cultural forms, meaning and the modern mind - cannot be explored with any intellectual accuracy and legitimacy when the content is exclusive of roughly 90% of the population.My commentary has been consistent. I have no problem with David Gilmour giving a credited course that is so singular and exclusive. I actually don't have a problem with him not being to connect with any author other than manly white males (and might we add upper class persuasion for the most part). His world of emotional isolation is certainly reflected in his narcissistic books that invoke the emotion of social claustrophobia. He is what he is - and I can only feel a pity for a man who is so embraced within himself that he cannot feel empathy or form any connection with someone other than himself. For most, reading and art is about seeing the world through multiple eyes; for David Gilmour, art appears to function as a small make-up mirror.So as I posted in my very first comment - rather than dawning on me now - the course should simply be re-titled as: White Male Cultural Forms and their Masculine Meanings: Cinema, Literature and the Homogenous Caucasian Modern Mind (posted 9/26/2013 10:12AM EDT Memo to David Gilmour: Teaching only books by 'heterosexual guys' does a huge disservice to your students)",{},"Sep 27, 2013",Teleology,No,"And yet, Snowrunner, the course title is more than a title. It expresses a theme. Therein lies the problem. Such a theme - cultural forms, meaning and the modern mind - cannot be explored with any intellectual accuracy and legitimacy when the content is exclusive of roughly 90% of the population. My commentary has been consistent. I have no problem with David Gilmour giving a credited course that is so singular and exclusive. I actually don't have a problem with him not being to connect with any author other than manly white males (and might we add upper class persuasion for the most part). His world of emotional isolation is certainly reflected in his narcissistic books that invoke the emotion of social claustrophobia. He is what he is - and I can only feel a pity for a man who is so embraced within himself that he cannot feel empathy or form any connection with someone other than himself. For most, reading and art is about seeing the world through multiple eyes; for David Gilmour, art appears to function as a small make-up mirror. So as I posted in my very first comment - rather than dawning on me now - the course should simply be re-titled as: White Male Cultural Forms and their Masculine Meanings: Cinema, Literature and the Homogenous Caucasian Modern Mind (posted 9/26/2013 10:12AM EDT Memo to David Gilmour: Teaching only books by 'heterosexual guys' does a huge disservice to your students)"
398,14563703,source2_14563703_12_3,202236_0," Teleology: well said. I would add that his entry level course is mandatory, and that makes it a much bigger problem than his 3rd year elective class. We can only assume that the entry level class also excludes women writers.",{},"Sep 28, 2013",Miss Moppet,No,"Teleology: well said. I would add that his entry level course is mandatory, and that makes it a much bigger problem than his 3rd year elective class. We can only assume that the entry level class also excludes women writers."
399,14563703,source2_14563703_13,477058_0,"&quot;I am a writer, a feminist and ... a woman&quot;. Fine, but you forgot to mention narcissist.",{},"Sep 27, 2013",CLBURKE1,No,"""I am a writer, a feminist and ... a woman"". Fine, but you forgot to mention narcissist."
400,14563703,source2_14563703_14,669560_0,"Fair enough. As a scientist I don't remember many courses that I &quot;enjoyed&quot; because I &quot;liked&quot; them. I was never entertained by a teacher at the university level. I appreciated many courses because the content allowed me to become a better scientist. In some cases, the style of teaching helped me in that quest. But my education did not include the need to have fun in class. Perhaps the difference between science and arts.",{},"Sep 27, 2013",Roarque,No,"Fair enough. As a scientist I don't remember many courses that I ""enjoyed"" because I ""liked"" them. I was never entertained by a teacher at the university level. I appreciated many courses because the content allowed me to become a better scientist. In some cases, the style of teaching helped me in that quest. But my education did not include the need to have fun in class. Perhaps the difference between science and arts."
401,14563703,source2_14563703_15,025208_0,"Gilmour has been an arts contributor and reviewer for the Toronto Star, The Globe and Mail, Toronto Life, The Walrus, as well as other publications.Looks like it pays to have connections. Whatever, it still won't silence the fire of misogyny that he spewed on his students. Those who support him show yourselves like him, insecure and lacking in confidence of who you are.",{},"Sep 27, 2013",hopeful2u,Yes,"Gilmour has been an arts contributor and reviewer for the Toronto Star, The Globe and Mail, Toronto Life, The Walrus, as well as other publications. Looks like it pays to have connections. Whatever, it still won't silence the fire of misogyny that he spewed on his students. Those who support him show yourselves like him, insecure and lacking in confidence of who you are."
402,14563703,source2_14563703_15_0,025208_0,"So someone expressing their book preferences makes them a misogynist? Please explain how? Why do his book preferences offend you to the point where you feel that you need to declare that Mr. Gilmour hates women, and that anyone who is not upset about him expressing his preference in books is &quot;insecure and lacking in confidence&quot;?Quite honestly I don't know why Gilmour saying what books he likes has so many people getting hysterical and hating this man. Have we seriously reached the nadir of political correctness where simply saying what you prefer to read can get people hating you and labeling you a misogynist and/or a racist?",{},"Sep 27, 2013",this will be my only post,No,"So someone expressing their book preferences makes them a misogynist? Please explain how? Why do his book preferences offend you to the point where you feel that you need to declare that Mr. Gilmour hates women, and that anyone who is not upset about him expressing his preference in books is ""insecure and lacking in confidence""?Quite honestly I don't know why Gilmour saying what books he likes has so many people getting hysterical and hating this man. Have we seriously reached the nadir of political correctness where simply saying what you prefer to read can get people hating you and labeling you a misogynist and/or a racist?"
403,14563703,source2_14563703_15_1,025208_0," You're such an idiot. Wonderfully stupid mixed metaphor, mangled sentences, dumb thinking process. Probably a product of the commercial university system.",{},"Sep 27, 2013",david coates,No,"You're such an idiot. Wonderfully stupid mixed metaphor, mangled sentences, dumb thinking process. Probably a product of the commercial university system."
404,14563703,source2_14563703_15_2,025208_0," Funnily enough those who support him aren't the screaming ones. Screaming and foot stomping are usually pretty good signs of that person being insecure and lacking in confidence, because otherwise you'd be able to talk in a calm and well reasoned manner.",{},"Sep 27, 2013",Snowrunner,No,"Funnily enough those who support him aren't the screaming ones. Screaming and foot stomping are usually pretty good signs of that person being insecure and lacking in confidence, because otherwise you'd be able to talk in a calm and well reasoned manner."
405,14563703,source2_14563703_15_3,025208_0," 'this will be my only post' (oh how I wish that were true!): this isn't someone on the bus expressing their book preferences, this is someone teaching young, impressionable minds, and his entry level course is mandatory. And frankly, your comment about people getting 'hysterical' (women) about his comments is very revealing about how you think. Attacking women as being 'hysterical' is well-worn weapon against those women who dare to have an opinion that doesn't support unfettered chauvinism.Snowrunner: who is screaming and stamping their feet? It is you who is being insulting, and all you have to do is look at 'David Coates: comment that begins with 'you are an idiot', to see who is screaming and stamping their feet.",{},"Sep 28, 2013",Miss Moppet,No,"'this will be my only post' (oh how I wish that were true!): this isn't someone on the bus expressing their book preferences, this is someone teaching young, impressionable minds, and his entry level course is mandatory. And frankly, your comment about people getting 'hysterical' (women) about his comments is very revealing about how you think. Attacking women as being 'hysterical' is well-worn weapon against those women who dare to have an opinion that doesn't support unfettered chauvinism. Snowrunner: who is screaming and stamping their feet? It is you who is being insulting, and all you have to do is look at 'David Coates: comment that begins with 'you are an idiot', to see who is screaming and stamping their feet."
406,14563703,source2_14563703_16,677617_0,"Well said and very well written article. If this type of student takes Mr. Gilmour's course and is able to write in this fashion, there is surely nothing to worry about.I think the matter would have been more contained if the media had explained things better. As well, it is good to note that Mr. Gilmour is properly described as an &quot;honorary professor&quot; for a change.",{},"Sep 28, 2013",Paul de Groot,No,"Well said and very well written article. If this type of student takes Mr. Gilmour's course and is able to write in this fashion, there is surely nothing to worry about. I think the matter would have been more contained if the media had explained things better. As well, it is good to note that Mr. Gilmour is properly described as an ""honorary professor"" for a change."
407,14563703,source2_14563703_17,202378_0,You can be the Globe and Mail's book editor,{},"Sep 27, 2013",Vote4Me,No,You can be the Globe and Mail's book editor
408,14563703,source2_14563703_18,820921_0,"I've never liked casual references to lynch mobs but I'll put that aside to comment.My surprise and disappointment with Mr Gilmour is not personal reading habits, his teaching &quot;style&quot; nor - frankly - the reading list he has created for his class. My disappointment and concern is simply that his lack of discernment, his lack of analysis, indict he should not be teaching. His lack of teaching credentials shows fully in the transcript of the interview.As a writer of short fiction myself, I am shocked he would teach a &quot;modern short fiction&quot; course and not include reference to Alice Munro but even that is not the reason I added my voice to the &quot;chorus&quot;.University students pay a lot of money to attend post secondary education. Universities have an obligation to hire good teachers. Mr Gilmour is not worthy of the post.",{},"Sep 29, 2013",Vancouvercoffeedrinker,No,"I've never liked casual references to lynch mobs but I'll put that aside to comment. My surprise and disappointment with Mr Gilmour is not personal reading habits, his teaching ""style"" nor - frankly - the reading list he has created for his class. My disappointment and concern is simply that his lack of discernment, his lack of analysis, indict he should not be teaching. His lack of teaching credentials shows fully in the transcript of the interview. As a writer of short fiction myself, I am shocked he would teach a ""modern short fiction"" course and not include reference to Alice Munro but even that is not the reason I added my voice to the ""chorus"".University students pay a lot of money to attend post secondary education. Universities have an obligation to hire good teachers. Mr Gilmour is not worthy of the post."
409,14563703,source2_14563703_19,123533_0,Very well written. The hysterical reaction to this non-issue really is a damning indictment of our reason and critical thinking.,{},"Sep 27, 2013",lufcToronto,Yes,Very well written. The hysterical reaction to this non-issue really is a damning indictment of our reason and critical thinking.
410,14563703,source2_14563703_19_0,123533_0,seriously? what exactly is 'hysterical' about the reaction? He is teaching a mandatory class in which he says he can only teach authors he can emotionally relate to - how is this not as emotional as any of the reactions?,{},"Sep 28, 2013",Miss Moppet,No,seriously? what exactly is 'hysterical' about the reaction? He is teaching a mandatory class in which he says he can only teach authors he can emotionally relate to - how is this not as emotional as any of the reactions?
411,14563703,source2_14563703_20,852159_0,Yeah but can you make a sandwich????????,{},"Sep 27, 2013",JustinCase66,No,Yeah but can you make a sandwich????????
412,14563703,source2_14563703_21,595079_0,Brilliant. A well thought out and reasoned article. Thank you very much.,{},"Sep 27, 2013",Bird Lives,Yes,Brilliant. A well thought out and reasoned article. Thank you very much.
413,14563703,source2_14563703_21_0,595079_0,And it should get her a good grade from Prof Gilmour and help her career with his similar minded colleagues.Which was the whole point of the article and why he got her to write it.,{},"Sep 27, 2013",jharper2,No,And it should get her a good grade from Prof Gilmour and help her career with his similar minded colleagues. Which was the whole point of the article and why he got her to write it.
414,14563703,source2_14563703_21_1,595079_0," Now we see who the true misogynists really are: People like jharper2, because in this person's mind, women never do anything of their own volition, they are not free-thinking or acting inviduals with their own opinions and desires.",{},"Sep 27, 2013",Antares,No,"Now we see who the true misogynist s really are: People like jharper2, because in this person's mind, women never do anything of their own volition, they are not free-thinking or acting individuals with their own opinions and desires."
415,14563703,source2_14563703_21_2,595079_0, Going as Bird Lives today hm?,{},"Sep 27, 2013",Norbert's Mom,No,Going as Bird Lives today hm?
416,14563703,source2_14563703_21_3,595079_0, Why would you praise her denying her own self? This is a sign of sickness and is not praise worthy.,{},"Sep 27, 2013",hopeful2u,No,Why would you praise her denying her own self? This is a sign of sickness and is not praise worthy.
417,14563703,source2_14563703_21_4,595079_0," hopeful2u, how is &quot;she denying her own self&quot;? She is fully aware of David Gilmour's reading preferences and, hence, the bias and exclusionary foundation of his themes and interpretations. I would view this more as challenging oneself, listening, thinking and then applying a critical lens to the readings and interpretations.She makes it very clear she is aware this is really David's favorite books and themes which means he is unable to deliver on the intellectually false title of the course since one can hardly claim to explore the &quot;modern mind&quot; when one has cut off about 90% of the population.Self is enhanced by encountering and exploring the contrary. A pity David Gilmour can't do the same but such is his loss in life and art.",{},"Sep 27, 2013",Teleology,No,"hopeful2u, how is ""she denying her own self""? She is fully aware of David Gilmour's reading preferences and, hence, the bias and exclusionary foundation of his themes and interpretations. I would view this more as challenging oneself, listening, thinking and then applying a critical lens to the readings and interpretations. She makes it very clear she is aware this is really David's favorite books and themes which means he is unable to deliver on the intellectually false title of the course since one can hardly claim to explore the ""modern mind"" when one has cut off about 90% of the population. Self is enhanced by encountering and exploring the contrary. A pity David Gilmour can't do the same but such is his loss in life and art."
418,14563703,source2_14563703_21_5,595079_0, She's sleeping with him.,{},"Sep 27, 2013",Victimitis,No,She's sleeping with him.
419,14563703,source2_14563703_21_6,595079_0," Bird Lives:Perhaps you and I have a different understanding of the word &quot;brilliant?&quot; The article of the author starts out by arguing that the negative reaction to Mr. Gilmour's interview has been illogical and emotional (her words). She goes on to acknowledge his known (even to her) biases and then argues that students probably shouldn't be forcibly subjected to his ideology (her word). But, given all that, she argues that he's really quite a nice guy and an engaging and entertaining teacher who challenges his students, things she knows on a personal level.However, those of us who are not his students can only assess Mr. Gilmour's views on the basis of his statements in the interview, statements the article's author somewhat equivocally acknowledges to have been problematic, although she, like Mr. Gilmour, believes without clear explanation to have been misinterpreted. Her argument is essentially an emotional one in that it relies on first person experience in dealing with Mr. Gilmour, which apparently for her mitigates the more repugnant aspects of his acknowledged ideology. In other words, her criticism of critics of Mr. Gilmour's comments, which is based on her feelings and experience, is almost entirely subjective, or at the very least is beyond the reasonable ability of those she criticizes to assess. Were I grading her argument for its intellectual rigour as legitimate criticism, I'd probably give it a &quot;C&quot; grade, or maybe worse.",{},"Sep 27, 2013",argyle5663,No,"Bird Lives:Perhaps you and I have a different understanding of the word ""brilliant?"" The article of the author starts out by arguing that the negative reaction to Mr. Gilmour's interview has been illogical and emotional (her words). She goes on to acknowledge his known (even to her) biases and then argues that students probably shouldn't be forcibly subjected to his ideology (her word). But, given all that, she argues that he's really quite a nice guy and an engaging and entertaining teacher who challenges his students, things she knows on a personal level. However, those of us who are not his students can only assess Mr. Gilmour's views on the basis of his statements in the interview, statements the article's author somewhat equivocal ly acknowledges to have been problematic, although she, like Mr. Gilmour, believes without clear explanation to have been misinterpreted. Her argument is essentially an emotional one in that it relies on first person experience in dealing with Mr. Gilmour, which apparently for her mitigates the more repugnant aspects of his acknowledged ideology. In other words, her criticism of critics of Mr. Gilmour's comments, which is based on her feelings and experience, is almost entirely subjective, or at the very least is beyond the reasonable ability of those she criticizes to assess. Were I grading her argument for its intellectual rigour as legitimate criticism, I'd probably give it a ""C"" grade, or maybe worse."
420,14563703,source2_14563703_21_7,595079_0," @argyle you seem to ignore the most obvious logic. She is the student. She is the one who is being provided a service. And she is satisfied. What right do you have to tell her that she should not be allowed to benefit from a good teaching experience?Some of the arguments against the class are logical (the title of the class, the mandatory nature of the class). The arguments against Gilmour's right to teach a class in the way he wants based on the agreement he had with UofT are not logical.His engagement of the students and teaching abilities are not only known to his students. They're known to everyone who asks his former students for their view. It's called communication. It's the primary way in which a teacher should be judged (by their students). Something severely lacking in university hiring practices IMO (especially in the sciences).Why is Gilmour's ideology more repugnant than, say, my high school curriculum (about 18 years ago). Which had almost no female authors.If there is no interest in his class, then the real problem is with UofT for hiring him.",{},"Sep 27, 2013",canadiancitizen0,No,"@argyle you seem to ignore the most obvious logic. She is the student. She is the one who is being provided a service. And she is satisfied. What right do you have to tell her that she should not be allowed to benefit from a good teaching experience? Some of the arguments against the class are logical (the title of the class, the mandatory nature of the class). The arguments against Gilmour's right to teach a class in the way he wants based on the agreement he had with UofT are not logical. His engagement of the students and teaching abilities are not only known to his students. They're known to everyone who asks his former students for their view. It's called communication. It's the primary way in which a teacher should be judged (by their students). Something severely lacking in university hiring practices IMO (especially in the sciences).Why is Gilmour's ideology more repugnant than, say, my high school curriculum (about 18 years ago). Which had almost no female authors. If there is no interest in his class, then the real problem is with UofT for hiring him."
421,14563703,source2_14563703_21_8,595079_0," At any given moment there is orthodoxy, a body of ideas which it is assumed that all right-thinking people will accept without question. It is not exactly forbidden to say this, that or the other, but it is 'not done' to say it, just as in mid-Victorian times it was 'not done' to mention trousers in the presence of a lady. Anyone who challenges the prevailing orthodoxy finds himself silenced with surprising effectiveness. A genuinely unfashionable opinion is almost never given a fair hearing, either in the press or in the highbrow periodicals. George Orwell, 'Freedom of the Press' - in opening pages",{},"Sep 27, 2013",howard smithers,No,"At any given moment there is orthodoxy, a body of ideas which it is assumed that all right-thinking people will accept without question. It is not exactly forbidden to say this, that or the other, but it is 'not done' to say it, just as in mid-Victorian times it was 'not done' to mention trousers in the presence of a lady. Anyone who challenges the prevailing orthodoxy finds himself silenced with surprising effectiveness. A genuinely unfashionable opinion is almost never given a fair hearing, either in the press or in the highbrow periodicals. George Orwell, 'Freedom of the Press' - in opening pages"
422,14563703,source2_14563703_21_9,595079_0," Argyle,I'd similarly give you a C for your own seemingly vacuous post. Check that, I'd say an F is more in order. What is your point? That the author's argument is emotional, and therefore invalid? That because she knows Mr. Gilmour intimately (or, at least, more so than the hordes of politically correct crybabies spurring this ridiculous, media-driven public outrage) she is not qualified to speak to his character and the true meaning behind his recent comments? Or is your point that the spoken word should always be analyzed objectively, repudiating context and the chance that there is something more to consider about what was said, and who said it? Whatever your point is, I found it hard to discern in your own haphazardly written post.Are you suggesting that those who don't know Mr. Gilmour are better suited to assess his words, and consequently his ideology, because they can do so from an objective moral high-ground? Well, I call BS. Interpreting anything at face value is a slippery slope. Pretty sure they call that 'judging a book by its cover.' The author can, and should be given credit for providing at least some back story to Mr. Gilmour's character. It does mitigate 'the more repugnant aspects of his acknowledged ideology', which is wonderful because they are fallacies. The irony of your statement is that those 'repugnant aspects' have been subjectively and emotionally conjured up by the public. There is nothing to take away from Mr. Gilmour's comments besides the obvious: he can't connect with female or Chinese writers, Canadian literature, and therefore refuses to teach it in his elective course. But no, we must immediately assume the man a sexist, a racist, an oppressive, ignorant boor, who has no right to be educating our nation's young minds.One pompous, relatively unknown Canadian author says a few marginally ignorant words about a few genres and writers and all of a sudden it's a national outrage. Give me a break.",{},"Sep 27, 2013",NutGallery,No,"Argyle,I'd similarly give you a C for your own seemingly vacuous post. Check that, I'd say an F is more in order. What is your point? That the author's argument is emotional, and therefore invalid? That because she knows Mr. Gilmour intimately (or, at least, more so than the hordes of politically correct crybabies spurring this ridiculous, media-driven public outrage) she is not qualified to speak to his character and the true meaning behind his recent comments? Or is your point that the spoken word should always be analyzed objectively, repudiating context and the chance that there is something more to consider about what was said, and who said it? Whatever your point is, I found it hard to discern in your own haphazardly written post. Are you suggesting that those who don't know Mr. Gilmour are better suited to assess his words, and consequently his ideology, because they can do so from an objective moral high-ground? Well, I call BS. Interpreting anything at face value is a slippery slope. Pretty sure they call that 'judging a book by its cover.' The author can, and should be given credit for providing at least some back story to Mr. Gilmour's character. It does mitigate 'the more repugnant aspects of his acknowledged ideology', which is wonderful because they are fallacies. The irony of your statement is that those 'repugnant aspects' have been subjectively and emotionally conjured up by the public. There is nothing to take away from Mr. Gilmour's comments besides the obvious: he can't connect with female or Chinese writers, Canadian literature, and therefore refuses to teach it in his elective course. But no, we must immediately assume the man a sexist, a racist, an oppressive, ignorant boor, who has no right to be educating our nation's young minds. One pompous, relatively unknown Canadian author says a few marginally ignorant words about a few genres and writers and all of a sudden it's a national outrage. Give me a break."
423,14563703,source2_14563703_21_10,595079_0," canadiancitizen0 and NutGallery (great handle, by the way, NG): Perhaps neither of you has been following the actual debate, which essentially hinges on whether or not Mr. Gilmour''s stated literary preferences and prejudices, which he has clearly enunciated, are legitimate, fair or appropriate in the context of academic discourse. Or, perhaps, neither of you understands the basis of academic discourse. In any case, on a subjective basis Mr. Gilmour's quoted interview comments might be considered entirely appropriate amongst the boys over a few beers in a pub after a game of hockey. But what the public debate is not about is Mr. Gilmour's teaching ability or his popularity amongst his students, issues about which most readers of Mr. Gilmour's comments can or will, logically, know nothing.The author of the article acknowledges Mr. Gilmour's prejudices as his &quot;ideology,&quot; which she apparently laments, but then recasts the terms of the debate in terms that most readers of Mr. Gilmour's comments don't have an ability to challenge. As such, she essentially reframes the debate in terms by which she intends to determine its outcome. This is called a rhetorical tautology, which according to the free online dictionary is &quot;a series of statements that form an argument, whereby the statements are constructed in such a way that the truth of the proposition is guaranteed or that, by defining a dissimilar or synonymous term in terms of another, the truth of the proposition or explanation cannot be disputed.&quot;Hey, I can't argue her points that Mr. Gilmour is popular or that he's seen by his students as a challenging teacher, both of which are opinions that are in and of themselves inherently emotional and subjective, which, amusingly, is the exact basis of the criticism on which she initially assails the critics of Mr. Gilmour's comments. Maybe she fooled both of you, or maybe you just want to believe her, but I stand by my criticism of her assessment, which neither of you has provided anything substantive to refute. I'm sorry if I've infuriated either of you with facts.",{},"Sep 27, 2013",argyle5663,No,"canadiancitizen0 and Nut Gallery (great handle, by the way, NG): Perhaps neither of you has been following the actual debate, which essentially hinges on whether or not Mr. Gilmour''s stated literary preferences and prejudices, which he has clearly enunciated, are legitimate, fair or appropriate in the context of academic discourse. Or, perhaps, neither of you understands the basis of academic discourse. In any case, on a subjective basis Mr. Gilmour's quoted interview comments might be considered entirely appropriate amongst the boys over a few beers in a pub after a game of hockey. But what the public debate is not about is Mr. Gilmour's teaching ability or his popularity amongst his students, issues about which most readers of Mr. Gilmour's comments can or will, logically, know nothing. The author of the article acknowledges Mr. Gilmour's prejudices as his ""ideology,"" which she apparently laments, but then recasts the terms of the debate in terms that most readers of Mr. Gilmour's comments don't have an ability to challenge. As such, she essentially re frames the debate in terms by which she intends to determine its outcome. This is called a rhetorical tautology, which according to the free online dictionary is ""a series of statements that form an argument, whereby the statements are constructed in such a way that the truth of the proposition is guaranteed or that, by defining a dissimilar or synonymous term in terms of another, the truth of the proposition or explanation cannot be disputed.""Hey, I can't argue her points that Mr. Gilmour is popular or that he's seen by his students as a challenging teacher, both of which are opinions that are in and of themselves inherently emotional and subjective, which, amusingly, is the exact basis of the criticism on which she initially assails the critics of Mr. Gilmour's comments. Maybe she fooled both of you, or maybe you just want to believe her, but I stand by my criticism of her assessment, which neither of you has provided anything substantive to refute. I'm sorry if I've infuriated either of you with facts."
424,14563703,source2_14563703_21_11,595079_0," @argyle: &quot;Perhaps neither of you has been following the actual debate, which essentially hinges on whether or not Mr. Gilmour''s stated literary preferences and prejudices, which he has clearly enunciated, are legitimate, fair or appropriate in the context of academic discourse. &quot;If that was really the debate then most people wouldn't care, why is it national news? If that's your only point, however, then I have no problem agreeing with you (that his comments were inappropriate).My point is that he's apologized and if he provides some teaching value then that's good to hear.Most importantly, even if his comments were inappropriate, why is his apology and clarification insufficient? Or do you only accept the statements he makes that help your argument? What about actions or statements that contradict his inappropriate statements. A rigorous argument would require looking at everything he's said on this subject matter and evaluating it together.Also, &quot;Mr. Gilmour is popular&quot; is not a subjective opinion. It's either true (to a degree) or false (to a degree). It's truth is dependent on subjective opinion of students, but the fact itself is not subjective (though it could be considered vague).",{},"Sep 27, 2013",canadiancitizen0,No,"@argyle: ""Perhaps neither of you has been following the actual debate, which essentially hinges on whether or not Mr. Gilmour''s stated literary preferences and prejudices, which he has clearly enunciated, are legitimate, fair or appropriate in the context of academic discourse. ""If that was really the debate then most people wouldn't care, why is it national news? If that's your only point, however, then I have no problem agreeing with you (that his comments were inappropriate).My point is that he's apologized and if he provides some teaching value then that's good to hear. Most importantly, even if his comments were inappropriate, why is his apology and clarification insufficient? Or do you only accept the statements he makes that help your argument? What about actions or statements that contradict his inappropriate statements. A rigorous argument would require looking at everything he's said on this subject matter and evaluating it together. Also, ""Mr. Gilmour is popular"" is not a subjective opinion. It's either true (to a degree) or false (to a degree). It's truth is dependent on subjective opinion of students, but the fact itself is not subjective (though it could be considered vague)."
