article_id,author,comment_counter1,comment1,comment_counter2,comment2,weighted_score,token_sort_score
14564780,loid,source1_14564780_0,It is not only technological change that has driven oil sands development.  Having a national government that shreds the environmental laws that were there to offer some protection and officially silencing any critics from the scientific community has also helped.,source2_14564780_4,It is not only technological change that has driven oil sands development. Having a national government that shreds the environmental laws that were there to offer some protection and officially silencing any critics from the scientific community has also helped.,100,100
14564780,Ogden Point,source1_14564780_0_0,Harpers fault right?,source2_14564780_4_0,Harpers fault right?,100,100
14564780,sirencall,source1_14564780_0_1,"Ogden PointHarper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",source1_14564780_8_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and  responsible, with AB Premiere Redford, for industry regulations and their enforcement.Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda.Y'think that's possible?",98,97
14564780,sirencall,source1_14564780_0_1,"Ogden PointHarper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",source2_14564780_4_1,"Ogden Point Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",100,98
14564780,sirencall,source1_14564780_0_1,"Ogden PointHarper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",source2_14564780_10_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",99,97
14564780,Asif0,source1_14564780_1_0,Another point about following the money - the vast majority of people who benefit from this are not Canadian and do not live in Canada.  Who are the investors and where do they really live?  Harper goes on and on about how this is good for Canada.  Only a small percentage remains here.  ,source2_14564780_17_0,Another point about following the money - the vast majority of people who benefit from this are not Canadian and do not live in Canada. Who are the investors and where do they really live? Harper goes on and on about how this is good for Canada. Only a small percentage remains here.,99,100
14564780,MVP10,source1_14564780_2,"Why do they? Because in the minds of the corporate bosses and the politicians like Harper whom they own, profit trumps everything.",source2_14564780_12,"Why do they? Because in the minds of the corporate bosses and the politicians like Harper whom they own, profit trumps everything.",100,100
14564780,Ogden Point,source1_14564780_2_0,"Ah yes, it's Harpers fault...",source2_14564780_12_0,"Ah yes, it's Harpers fault...",100,100
14564780,sirencall,source1_14564780_2_1,"Ogden, Harper is the chief spokesperson for the oil industry, is in NY right now threatening should Keystone not be approved and has cut environmental regulations in his cowardly omnibus bills.So let Harper take some responsibility for his actions.",source2_14564780_12_1,"Ogden,Harper is the chief spokesperson for the oil industry, is in NY right now threatening should Keystone not be approved and has cut environmental regulations in his cowardly omnibus bills. So let Harper take some responsibility for his actions.",100,100
14564780,Who What Where When Why,source1_14564780_3,"When corporate managers are accountable to shareholders that have no direct connection to the operations, you have a disconnect that makes profit the only focus.  If more people cared enough to divert their investments to ethical funds that have the power to implement the change needed, the BPs and others in this industry might spend those few extra dollars on safety, maintenance and disaster mitigation.  Not all business leaders are sociopaths who don't care about the world around them, or the world that they will leave to their children, but the culture of focus on only the bottom line is hard to fight from within.",source2_14564780_6,"When corporate managers are accountable to shareholders that have no direct connection to the operations, you have a disconnect that makes profit the only focus. If more people cared enough to divert their investments to ethical funds that have the power to implement the change needed, the BPs and others in this industry might spend those few extra dollars on safety, maintenance and disaster mitigation. Not all business leaders are sociopaths who don't care about the world around them, or the world that they will leave to their children, but the culture of focus on only the bottom line is hard to fight from within.",100,100
14564780,byronj,source1_14564780_4,"The technology for clean water exists. But implementing it would cut into corporate profits and provincial royalties.  Greed and a willfully blind federal government are the excuses.  Mr. Harper is right --  the Keystone will go through, but only when his own act is in order!",source2_14564780_8,"The technology for clean water exists. But implementing it would cut into corporate profits and provincial royalties. Greed and a willfully blind federal government are the excuses. Mr. Harper is right -- the Keystone will go through, but only when his own act is in order!",99,100
14564780,kannegeisser,source1_14564780_5,Thank you for your well-reasoned argument.  I only wish you had a position in our provincial government.,source2_14564780_15,Thank you for your well-reasoned argument. I only wish you had a position in our provincial government.,100,100
14564780,BnAround,source1_14564780_6,"This column is long on opinion (some of it good) but short on fact. For example, the statement: 'Technology exists, for example, to generate far less liquid tailings waste, yet companies continue to generate over 200 million litres of this toxic liquid each day'.This is an important point but it's just thrown out there presumably for uncritical consumption.Ironically, the toxicity in tailings water is a classic example of the law of unintended consequences. Companies were pressured to recycle the water so that it is not 'wasted'. Each cycle increases the toxin concentration and hence, creates a new and difficult problem.Oil sands mining creates complex (and wicked) problems. Unfortunately, this article contributes little in the way of constructive dialogue.",source2_14564780_16,"This column is long on opinion (some of it good) but short on fact. For example, the statement: ""Technology exists, for example, to generate far less liquid tailings waste, yet companies continue to generate over 200 million litres of this toxic liquid each day"".This is an important point but it's just thrown out there presumably for uncritical consumption. Ironically, the toxicity in tailings water is a classic example of the law of unintended consequences. Companies were pressured to recycle the water so that it is not 'wasted'. Each cycle increases the toxin concentration and hence, creates a new and difficult problem. Oil sands mining creates complex (and wicked) problems. Unfortunately, this article contributes little in the way of constructive dialogue.",100,100
14564780,Barley5,source1_14564780_6_0,"Definitely misleading and subjective. Far more going on up north than most people are remotely aware of. Funny the anti-tailings group would probably love in situ extraction, which uses phenomenally more water.Suspect most of them don't realize that virtually ALL surface mines have tailings ponds",source2_14564780_16_0,"Definitely misleading and subjective. Far more going on up north than most people are remotely aware of. Funny the anti-tailings group would probably love in situ extraction, which uses phenomenally more water. Suspect most of them don't realize that virtually ALL surface mines have tailings ponds",100,100
14564780,EelExpert,source1_14564780_7,I'm amazed that the state controlled media allowed the use of the words 'tar sands'Why didn't the Globe edit the article to use the more correct term 'oil sands',source2_14564780_13,"I'm amazed that the state controlled media allowed the use of the words ""tar sands""Why didn't the Globe edit the article to use the more correct term ""oil sands""",100,100
14564780,Ogden Point,source1_14564780_8,"Interesting to see how many commenters always use Harper as the whipping boy. Kind of boring to read comments and seeing this as the knee jerk opinion. Aim higher, look for solutions and point to the real culprits. Oh yea, that actually takes some work and research....",source2_14564780_10,"Interesting to see how many commenters always use Harper as the whipping boy. Kind of boring to read comments and seeing this as the knee jerk opinion. Aim higher, look for solutions and point to the real culprits. Oh yea, that actually takes some work and research....",100,100
14564780,sirencall,source1_14564780_8_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and  responsible, with AB Premiere Redford, for industry regulations and their enforcement.Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda.Y'think that's possible?",source2_14564780_4_1,"Ogden Point Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",98,98
14564780,sirencall,source1_14564780_8_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and  responsible, with AB Premiere Redford, for industry regulations and their enforcement.Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda.Y'think that's possible?",source2_14564780_10_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",100,100
14564780,Blakdann,source1_14564780_9,Mr Gray would have more credibility if he was not representing a group that is out to crucify the oil industry at every step. I am not saying that he is totally wrong. I am saying that it would be hard to believe that he would say ANYTHING positive about natural resource extraction in any form. ,source2_14564780_19,Mr Gray would have more credibility if he was not representing a group that is out to crucify the oil industry at every step. I am not saying that he is totally wrong. I am saying that it would be hard to believe that he would say ANYTHING positive about natural resource extraction in any form.,100,100
14564780,Madison_James,source1_14564780_9_0,"Mr. Gray clearly shows his bias when he  uses the term 'tar sands' in place of 'oil sands.' In my experience, the only people under 50 who use the term 'tar sands' are either ignorant (tar is derived from trees not from fossils) or have an axe to grind.",source2_14564780_19_0,"Mr. Gray clearly shows his bias when he uses the term 'tar sands' in place of 'oil sands.' In my experience, the only people under 50 who use the term 'tar sands' are either ignorant (tar is derived from trees not from fossils) or have an axe to grind.",100,100
14564780,sirencall,source1_14564780_9_2,"Focussing on 'oil' versus 'tar' as a word is just an attempt to deflect from the issues.Sad, really.",source2_14564780_19_2,"Focussing on ""oil"" versus ""tar"" as a word is just an attempt to deflect from the issues. Sad, really.",99,100
14564780,Madison_James,source1_14564780_9_3,"'Oil sands' is not only more factually correct than 'tar sands' but also the phrasing used by Mulcair, the leader of the NDP, and the left-wing Pembina Institute.Words have power and responsible people use words carefully.",source2_14564780_19_3,"'Oil sands' is not only more factually correct than 'tar sands' but also the phrasing used by Mulcair, the leader of the NDP, and the left-wing Pembina Institute. Words have power and responsible people use words carefully.",100,100
14564780,Asif0,source1_14564780_9_4,"Madison James as I said to a poster earlier, it was the oil industry itself who named them the tar sands (look it up) and the oil industry that tried to change the name when they discovered it hampered their ability to sell the idea of exploiting them.  Mulcair might use oil sands because he is a politician and wants to move beyond the stupidity of arguing about what they are called - which again is a tactic of the industry to distract from the bigger issues of is this a good idea and do the benefits outweigh the risks - for CANADIANS.  Who gives a rat's a$$ what they're called?  Small minded dimwits who can't reason for themselves and can be swayed by a name.  ",source2_14564780_19_4,"Madison James as I said to a poster earlier, it was the oil industry itself who named them the tar sands (look it up) and the oil industry that tried to change the name when they discovered it hampered their ability to sell the idea of exploiting them. Mulcair might use oil sands because he is a politician and wants to move beyond the stupidity of arguing about what they are called - which again is a tactic of the industry to distract from the bigger issues of is this a good idea and do the benefits outweigh the risks - for CANADIANS. Who gives a rat's a$$ what they're called? Small minded dimwits who can't reason for themselves and can be swayed by a name.",100,100
14564780,williamjpower,source1_14564780_10,"I believe that if you looked a bit more closely, at least in the oil sands mining sector, you would find that 90-95% of the water used in extraction is recycled water from the tailings ponds. There are also limits on what can be drawn from the river, especially at times of low flow. ",source2_14564780_18,"I believe that if you looked a bit more closely, at least in the oil sands mining sector, you would find that 90-95% of the water used in extraction is recycled water from the tailings ponds. There are also limits on what can be drawn from the river, especially at times of low flow.",100,100
14564780,John S. Melnick,source1_14564780_11,As soon as someone displays their ignorance and lack of respect for facts by using the term 'tar sands' everything they speak or write thereafter faces a huge credibility gap with those who might otherwise listen thoughtfully.,source2_14564780_1,"As soon as someone displays their ignorance and lack of respect for facts by using the term ""tar sands"" everything they speak or write thereafter faces a huge credibility gap with those who might otherwise listen thoughtfully.",100,100
14564780,John S. Melnick,source1_14564780_12,Wasn't Mr. Gray also one of the 'gold into lead' oracles with reference to the diminishing resource of natural gas being used to extract oil from the bituminous sands?And now the world is awash in natural gas with people literally finding it in their back yard.There are enough misses in the rhythm of the push to 'social justice' that you can colour me skeptic.,source2_14564780_7,"Wasn't Mr. Gray also one of the ""gold into lead"" oracles with reference to the diminishing resource of natural gas being used to extract oil from the bituminous sands? And now the world is awash in natural gas with people literally finding it in their back yard. There are enough misses in the rhythm of the push to ""social justice"" that you can colour me skeptic.",100,100
14564780,John S. Melnick,source1_14564780_13,Is any media outlet ready to do a reality check on these 'facts'?,source2_14564780_5,"Is any media outlet ready to do a reality check on these ""facts""?",100,100
14564780,John S. Melnick,source1_14564780_14,"'It is not only technological change that has driven oil sands development. Having a national government that shreds the environmental laws that were there to offer some protection and officially silencing any critics from the scientific community has also helped.'In 1981 when the NEP was implemented the Liberal government of the day granted the oilsands industry (then only Suncor and Syncrude) world price for oil.Had they not demonstrated the long term fiscal vision for which the much vaunted Liberals are famous, there wouldn't be an oil sands industry.Mr. Harper is merely carrying on the legacy.",source2_14564780_14,"""It is not only technological change that has driven oil sands development. Having a national government that shreds the environmental laws that were there to offer some protection and officially silencing any critics from the scientific community has also helped.""In 1981 when the NEP was implemented the Liberal government of the day granted the oilsands industry (then only Suncor and Syncrude) world price for oil. Had they not demonstrated the long term fiscal vision for which the much vaunted Liberals are famous, there wouldn't be an oil sands industry. Mr. Harper is merely carrying on the legacy.",100,100
14564780,jessi81,source1_14564780_15,Another activist putting a misleading twist on the facts. ,source2_14564780_9,Another activist putting a misleading twist on the facts.,100,100
14564780,Asif0,source1_14564780_15_0,"If you're going to make that kind of statement, you should at least cite an example, otherwise you just come across as being an oil industry shill who is blinded to reality because you earn a living from an activity that might be harming everyone else.  Saying that the industry is putting things back, better than they were before is blatantly twisting the facts.  There is far more of that going on on the propaganda side than on the side of the environment.  People don't just wake up one day and say I want to take on an industry without having a very good reason for doing so.  I think I would trust their motivations before I trusted any of the cowboys who are willing to lie and cheat to make a living.",source2_14564780_9_0,"If you're going to make that kind of statement, you should at least cite an example, otherwise you just come across as being an oil industry shill who is blinded to reality because you earn a living from an activity that might be harming everyone else. Saying that the industry is putting things back, better than they were before is blatantly twisting the facts. There is far more of that going on on the propaganda side than on the side of the environment. People don't just wake up one day and say I want to take on an industry without having a very good reason for doing so. I think I would trust their motivations before I trusted any of the cowboys who are willing to lie and cheat to make a living.",100,100
14564780,Barley5,source1_14564780_15_1,"I would really like to know, if the writer has proof that tailings ponds are leaking into rivers that they are nowhere near, he's telling us, not the federal and provincial gov't?",source2_14564780_9_1,"I would really like to know, if the writer has proof that tailings ponds are leaking into rivers that they are nowhere near, he's telling us, not the federal and provincial gov't?",100,100
14564780,bobskis,source1_14564780_16,"The author makes some good points, but weakens his case by using the inflammatory and inaccurate term 'tar sands' and by expressing some quantities in cubic metres and some in litres. Citing sources would help too.",source2_14564780_3,"The author makes some good points, but weakens his case by using the inflammatory and inaccurate term ""tar sands"" and by expressing some quantities in cubic metres and some in litres. Citing sources would help too.",100,100
14564780,sirencall,source1_14564780_16_0,"Focussing on some minor word usage like 'oil' versus 'tar' sseem an attempt to deflect from the issues.  One of the sources is UofA researchers, other sources are the government's legislation, etc.  It's a column not a research paper so the fact things are not itemized is, I don't think, a major problem.  Certainly the author is not making outrageous or non verifiable claims.",source2_14564780_3_0,"Focussing on some minor word usage like ""oil"" versus ""tar"" s seem an attempt to deflect from the issues. One of the sources is UofA researchers, other sources are the government's legislation, etc. It's a column not a research paper so the fact things are not itemized is, I don't think, a major problem. Certainly the author is not making outrageous or non verifiable claims.",99,98
14564780,Asif0,source1_14564780_16_1,"The oil industry was the one that named it the tar sands - look it up.  Then, when they realized that it made it more difficult to sell, they changed it to oil.  Kind like trying to put lipstick on a pig.  It is still a pig, even if you want believe it is pretty enough to kiss.Just because you are fooled by changing the name, does not mean that everyone else has to be.",source2_14564780_3_1,"The oil industry was the one that named it the tar sands - look it up. Then, when they realized that it made it more difficult to sell, they changed it to oil. Kind like trying to put lipstick on a pig. It is still a pig, even if you want believe it is pretty enough to kiss. Just because you are fooled by changing the name, does not mean that everyone else has to be.",99,100
14564780,John S. Melnick,source1_14564780_17,"The IPCC released a report on the threat of climate change, scary but fails to explain scientifically the observed temperature 'pause'.  Theories abound but there are no peer reviewed scientific explanations which we are all hungry to embrace.  Well some of us anyways ..............So let us review:The Liberals could have killed the oilsands in 1981 but did not.  I was there and the fear replaced with relief was palpable.  Anyone dissing the 'tarsands' must acknowledge the Liberal's oversight.In no particular order:. The Himalayan glaciers will be gone in 2035 ... not really.. To hide the decline ...... science in action. Natural gas producing oil from bitumen = gold into lead.  Natural gas bubble.. Peak Oil.  New discoveries daily.. Australia is a model of fighting AGW but dumped the sponsoring government.. Mid ocean vents are a heretofore unknown massive source of iron which feeds phytoplankton which use CO2 in their life processes.. Arctic ice surface are is 50% greater this year than last.  Increased albedo.. Only 20% of people are convinced that AGW is a significant threat.  The shrill message of the warmists has fallen on deaf ears.  You can lose by repetition while failing to directly address legitimate questions.  The children will tell you that this approach is a fail.. The Council of Canadians repeatedly quotes the amount of water use by the oilsands.  But fail to note the amount of that water that is reused!!. James Cameron`s private jet is more eco friendly than David Suzuki`s multiple residences.  Fail to compute.  Tilt ................. National Geographic disses Fort McMurray (and so does the Sumdunce Kid, has been Hannah, Neil `pass the ...` Snort) but fail to mention the massive carbon footprint of said Mr. Cameron to make a movie or descend in media splendor to the bottom of the Marianas Trench.. The cancer cluster of Fort Chipewan has been debunked.. the fish with two jaws has been proven to be the result of normal decomposition of the species.. All climate change is bad and nothing is good.  Say what!. Headlines trumpet that it is all our fault but the report actually says that something more than 50% of GW is our fault.  Big difference.. Initial headlines on CBC says ocean levels will rise as much as 33 feet.  The report says 33 cm.  Maybe some pimple faced Ryerson intern got a bit carried away.And the capper: Hansen says that developing the tarsands is game over for the planet.  Yet Andrew Weaver calculated a miniscule contribution from development of all of the commercially viable deposits.  And that`s with current technology!  But what if there is a breakthrough in bitumen recovery on the horizon?Fellow deniers (aka critical thinkers) feel to add.  Others need not apply, we`ve heard your 97% argy bargys before.  If you want to join in please answer all of the above before presenting opposing arguments.  Consider it the entry fee to intelligent debate.",source2_14564780_0,"The IPCC released a report on the threat of climate change, scary but fails to explain scientifically the observed temperature ""pause"". Theories abound but there are no peer reviewed scientific explanations which we are all hungry to embrace. Well some of us anyways ..............So let us review:The Liberals could have killed the oilsands in 1981 but did not. I was there and the fear replaced with relief was palpable. Anyone dissing the ""tarsands"" must acknowledge the Liberal's oversight. In no particular order:. The Himalayan glaciers will be gone in 2035 ... not really.. To hide the decline ...... science in action. Natural gas producing oil from bitumen = gold into lead. Natural gas bubble.. Peak Oil. New discoveries daily.. Australia is a model of fighting AGW but dumped the sponsoring government.. Mid ocean vents are a heretofore unknown massive source of iron which feeds phytoplankton which use CO2 in their life processes.. Arctic ice surface are is 50% greater this year than last. Increased albedo.. Only 20% of people are convinced that AGW is a significant threat. The shrill message of the war mists has fallen on deaf ears. You can lose by repetition while failing to directly address legitimate questions. The children will tell you that this approach is a fail.. The Council of Canadians repeatedly quotes the amount of water use by the oilsands. But fail to note the amount of that water that is reused!!. James Cameron`s private jet is more eco friendly than David Suzuki`s multiple residences. Fail to compute. Tilt ................. National Geographic disses Fort McMurray (and so does the Sum dunce Kid, has been Hannah, Neil `pass the ...` Snort) but fail to mention the massive carbon footprint of said Mr. Cameron to make a movie or descend in media splendor to the bottom of the Marianas Trench.. The cancer cluster of Fort Chip ewan has been debunked.. the fish with two jaws has been proven to be the result of normal decomposition of the species.. All climate change is bad and nothing is good. Say what!. Headlines trumpet that it is all our fault but the report actually says that something more than 50% of GW is our fault. Big difference.. Initial headlines on CBC says ocean levels will rise as much as 33 feet. The report says 33 cm. Maybe some pimple faced Ryerson intern got a bit carried away. And the capper: Hansen says that developing the tar sands is game over for the planet. Yet Andrew Weaver calculated a miniscule contribution from development of all of the commercially viable deposits. And that`s with current technology! But what if there is a breakthrough in bitumen recovery on the horizon? Fellow deniers (aka critical thinkers) feel to add. Others need not apply, we`ve heard your 97% argy barges before. If you want to join in please answer all of the above before presenting opposing arguments. Consider it the entry fee to intelligent debate.",99,99
14564780,Bill G,source1_14564780_18,"Huh? Where did this wing-nut Gray come from? the Athabasca has pulp and paper mills, coal mines, and naturally occurring bitumen deposits that it flows over. The lies are in his column.",source2_14564780_2,"Huh? Where did this wing-nut Gray come from? the Athabasca has pulp and paper mills, coal mines, and naturally occurring bitumen deposits that it flows over. The lies are in his column.",100,100
14564780,Asif0,source1_14564780_18_0,Wing nut?  I'll be willing to bet his credentials are far more relevant to this discussion than yours.  'I earn my paycheque from the oil industry' is not exactly a ringing endorsement of your opinions.,source2_14564780_2_0,"Wing nut? I'll be willing to bet his credentials are far more relevant to this discussion than yours. ""I earn my paycheque from the oil industry"" is not exactly a ringing endorsement of your opinions.",100,100
14564780,Barley5,source1_14564780_18_1,"Bill no one cares about that stuff. No one cares about their personal responsibility in regards to fossil fuels. No one cares that Canada can't control the world's use of fossil fuels. No one cares that, as of RIGHT NOW, there is no viable alternative. All they care about is they are on the 'cool train' by damning the oilsands even there is no legitimate reason to do so. I would wager that 99.9999% of the people against the oilsands have never been there. I bet 99.9998% have never been to ANY surface mine. Their opinions are, well, vocal, and that's about all I can say",source2_14564780_2_1,"Bill no one cares about that stuff. No one cares about their personal responsibility in regards to fossil fuels. No one cares that Canada can't control the world's use of fossil fuels. No one cares that, as of RIGHT NOW, there is no viable alternative. All they care about is they are on the 'cool train' by damning the oilsands even there is no legitimate reason to do so. I would wager that 99.9999% of the people against the oilsands have never been there. I bet 99.9998% have never been to ANY surface mine. Their opinions are, well, vocal, and that's about all I can say",100,100
14564780,formerlyrbfromcalgary,source1_14564780_19,"What about other industries Timmie?'Oh, they don't count - they're not in Alberta.'Take heavy metals pollution as an example: almost 80% of that comes from hard rock mining. You know where that is centered - Ontario and Quebec. But on that file? Crickets.So Timmie and his ilk continue their fixation with the oil sands.Worst of all - he implies that its an environmental  free-for-all in the oilsands, when in fact nothing could be further from the truth.",source2_14564780_11,"What about other industries Timmie?""Oh, they don't count - they're not in Alberta.""Take heavy metals pollution as an example: almost 80% of that comes from hard rock mining. You know where that is centered - Ontario and Quebec. But on that file? Crickets. So Timmie and his ilk continue their fixation with the oil sands. Worst of all - he implies that its an environmental free-for-all in the oilsands, when in fact nothing could be further from the truth.",100,100
14564780,Who What Where When Why,source1_14564780_19_0,"This article is about the tar sands and why THEY are missing the point.  Visit his organization's website and you'll see they don't just focus on the oil sands, but all the other industries that pollute without regard for anyone but themselves.  It is such a weak justification to say that 'they do it too, what about them'.  People rob banks, but that isn't reason for everyone to do it, nor is it reason for those who do it to escape punishment.  What would work is facts proving that the water and air are as clean as when you started, or that the cost to the environment is worth it for those who depend on that environment, but don't benefit from your enterprise.  Get them on side and there is no issue.  Ignore, deny or deflect their concerns and they will never go away. It is kind of hard to deny the criticism is well founded when week after week there are stories of problems that easily could have been avoided had someone been paying attention.  If there were no stories about the problems, there wouldn't be anything to fixate on.  ",source2_14564780_11_0,"This article is about the tar sands and why THEY are missing the point. Visit his organization's website and you'll see they don't just focus on the oil sands, but all the other industries that pollute without regard for anyone but themselves. It is such a weak justification to say that ""they do it too, what about them"". People rob banks, but that isn't reason for everyone to do it, nor is it reason for those who do it to escape punishment. What would work is facts proving that the water and air are as clean as when you started, or that the cost to the environment is worth it for those who depend on that environment, but don't benefit from your enterprise. Get them on side and there is no issue. Ignore, deny or deflect their concerns and they will never go away. It is kind of hard to deny the criticism is well founded when week after week there are stories of problems that easily could have been avoided had someone been paying attention. If there were no stories about the problems, there wouldn't be anything to fixate on.",100,100
14564780,sirencall,source1_14564780_19_1,"formerlyrbfromcalgary - it's a little surprising to hear oil reps play the 'poor little me, I'm a victim' card and quite tiresome.You can continue to play games or move to address the situation. THe game playing, including buying a PM, is costing you much more than the clean up would.  And your soul would probably be less compromised.",source2_14564780_11_1,"formerly rb from calgary - it's a little surprising to hear oil reps play the ""poor little me, I'm a victim"" card and quite tiresome. You can continue to play games or move to address the situation. THe game playing, including buying a PM, is costing you much more than the clean up would. And your soul would probably be less compromised.",99,97
14564780,sirencall,source2_14564780_4_1,"Ogden Point Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",source2_14564780_10_0,"Harper is the Prime MInister of Canada, chief spokesperson for the oil industry and responsible, with AB Premiere Redford, for industry regulations and their enforcement. Maybe Mr. Harper and his supporters could grow up and take some responsibility for their actions, actually address real issues and stop their constant whining and propaganda. Y'think that's possible?",98,98
14563703,Bird Lives,source1_14563703_0,Brilliant. A well thought out and reasoned article.  Thank you very much.,source2_14563703_21,Brilliant. A well thought out and reasoned article. Thank you very much.,99,100
14563703,jharper2,source1_14563703_0_0,And it should get her a good grade from Prof Gilmour and help her career with his similar minded colleagues.Which was the whole point of the article and why he got her to write it.,source2_14563703_21_0,And it should get her a good grade from Prof Gilmour and help her career with his similar minded colleagues. Which was the whole point of the article and why he got her to write it.,100,100
14563703,Antares,source1_14563703_0_1,"Now we see who the true misogynists really are: People like jharper2, because in this person's mind, women never do anything of their own volition, they are not free-thinking or acting inviduals with their own opinions and desires.",source2_14563703_21_1,"Now we see who the true misogynist s really are: People like jharper2, because in this person's mind, women never do anything of their own volition, they are not free-thinking or acting individuals with their own opinions and desires.",99,99
14563703,Norbert's Mom,source1_14563703_0_2,Going as Bird Lives today hm?,source2_14563703_21_2,Going as Bird Lives today hm?,100,100
14563703,hopeful2u,source1_14563703_0_3,Why would you praise her denying her own self?  This is a sign of sickness and is not praise worthy.,source2_14563703_21_3,Why would you praise her denying her own self? This is a sign of sickness and is not praise worthy.,99,100
14563703,Teleology,source1_14563703_0_4,"hopeful2u, how is 'she denying her own self'? She is fully aware of David Gilmour's reading preferences and, hence, the bias and exclusionary foundation of his themes and interpretations. I would view this more as challenging oneself, listening, thinking and then applying a critical lens to the readings and interpretations. She makes it very clear she is aware this is really David's favorite books and themes which means he is unable to deliver on the intellectually false title of the course since one can hardly claim to explore the 'modern mind' when one has cut off about 90% of the population.Self is enhanced by encountering and exploring the contrary. A pity David Gilmour can't do the same but such is his loss in life and art.",source2_14563703_21_4,"hopeful2u, how is ""she denying her own self""? She is fully aware of David Gilmour's reading preferences and, hence, the bias and exclusionary foundation of his themes and interpretations. I would view this more as challenging oneself, listening, thinking and then applying a critical lens to the readings and interpretations. She makes it very clear she is aware this is really David's favorite books and themes which means he is unable to deliver on the intellectually false title of the course since one can hardly claim to explore the ""modern mind"" when one has cut off about 90% of the population. Self is enhanced by encountering and exploring the contrary. A pity David Gilmour can't do the same but such is his loss in life and art.",100,100
14563703,Victimitis,source1_14563703_0_5,She's sleeping with him.,source2_14563703_21_5,She's sleeping with him.,100,100
